Unnamed: 0,discussion,is_moderator,response
902," would you two please actually improve the article, instead of adding tags?  And JJMC89, are you accusing Directorate of medical education and research being biased towards this article? The {third party} tag doesnt make any sense on this article. —usernamekiran",0.0,"3

Reasoning: The comment is confrontational and could potentially escalate the discussion. While it"
903,Request,0.0,"Comment: ""I think you're missing the point. The study you're citing has been debunked"
904,"When I was editing ""Child's Play,"" I was only getting information from the host, as far as clues were concerned, yet something was missing from what Bill Cullen said. Pizzamaniac09 talk",0.0,1
905, October 2017 ,0.0,"Comment: ""This is just another example of how the government is trying to control our lives."
906,"OK, it's not actually Professor Robert Spillane here - it's Katherine Owen and I'm his publisher. I'm trying to create a Wikipedia page for him and I've used his CV, so I'm not sure how this is a conflict of interest.....what am I doing wrong?  ",0.0,1
907, Revisions ,0.0,"Comment: ""You're just another snowflake who can't handle a different opinion. Grow up"
908," Please do not add or change content, as you did at Michael C. Brewer, without citing a reliable source. Please review the guidelines at Wikipedia:Citing sources and take this opportunity to add references to the article. Thank you.  '' ''",0.0,1
909," The recent edit you made to Derek Jeter constitutes vandalism, and has been reverted. Please do not continue to vandalize pages; use the sandbox for testing. Thank you.  ",0.0,1
910, Help me! ,0.0,"Intervening in this discussion at this point would not be necessary. The comment ""Help me"
911, done  ,0.0,"Comment:
> done

Previous Comments:

> Commenter A: I think"
912," Hello, and welcome to Wikipedia. This is a message letting you know that one or more of your recent edits to Classical period (music) has been undone by an automated computer program called .

 ClueBot NG makes very few , but it does happen. If you believe the change you made was constructive, please , [ report it here], remove this message from your talk page, and then make the edit again.
 For help, take a look at the introduction.
 The following is the log entry regarding this message: Classical period (music) was changed by    ANN scored at 0.962 on 2014-10-03T14:02:48+00:00 . Thank you.   ",0.0,1
913, October 2011 ,0.0,"Comment: ""This is just another example of how the government is trying to control our lives."
914,"If history has taught us anything, he's probably OLDER (as most Dominican birth certificate problems are the result of highly talented, but VERY young, ball players who want to play pro-ball before they turn 18 getting falsified birth certificates to play), which is almost frightening!  ",0.0,1
915,"Actually no, his writings weren't on just Jewish philosophy, he also wrote medical works and they were ALL in ARABIC, not HEBREW or LADINO. Tell me, why is he being called ""Spanish"" then? I would like you name one book by him written in SPANISH? Oh right sorry, none exist and if they do, it doesn't compare to the amount of Arabic writings he wrote.
""As for Arab definition- Arab language or his dress are completely irrelevant.""
By that statement, you have proven yourself to indeed be a biased and ignorant hypocrite, hiding the fact that he obviously lived a life influenced by Arab culture - and you, like many people out there, are trying to hide and negate this. So it actually is relevant, and tell me why his name is mentioned in talks about Arabic-language philosophers?
And what validity is it calling him ""Spanish"" if he didn't even write books in Spanish or Ladino?
Now, if this was an article about Solomon ibn Gabirol, who obviously a Hebrew poet, who wrote in Hebrew, then start talking.   PacificWarrior101",0.0,"3

The comment by PacificWarrior101 is confrontational and uses strong language (""biased and"
916," Hello, I'm . I wanted to let you know that one or more of  to Sevilla FC have been undone because they did not appear constructive. If you would like to experiment, please use the sandbox. If you think a mistake was made, or if you have any questions, you can leave me a message on .    ",0.0,1
